Norma Juridica,Tipo Organiz.,Nombre,Personalidad Juridica,Fecha Pers. Juridica,Insc. Registro Civil,LugarReunion,Ciudad,Full Address,Latitude,Longitude,Vigencia Directiva,Modif. Estatutos,Fecha Disolucion
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS CAMPOS DEPORTIVOS,1,29/01/1990,116843,COMBARBALA N° 0961,Temuco,COMBARBALA N° 0961 Temuco ,-38.7275615,-72.6158988,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS Nº 29 SANTA ROSA,3,29/01/1990,116845,BELGRADO N°530 SANTA ROSA,Temuco,BELGRADO N°530 SANTA ROSA Temuco ,-38.7383905,-72.5904598,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS N° 28 POBLACIÓN PAREDES,4,30/01/1990,116846,COLIMA N°0149,Temuco,COLIMA N°0149 Temuco ,-38.7370758,-72.574907,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA POMONA,5,30/01/1990,116847,QUITRATUE N°565 VILLA POMONA,Temuco,QUITRATUE N°565 VILLA POMONA Temuco ,-38.7383905,-72.5904598,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS PICHI-CAUTÍN,6,30/01/1990,116848,JOSE ROSARIO MUÑOZ N°475,Temuco,JOSE ROSARIO MUÑOZ N°475 Temuco ,-38.7452001,-72.596729,VIGENTE,04/10/1996,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS DREVES,7,30/01/1990,116849,SAN GUILLERMO N°355,Temuco,SAN GUILLERMO N°355 Temuco ,-38.7414813,-72.60992,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS N° 12 IGUALDAD Y TRABAJO,8,31/01/1990,116850,CASTILLA N°855,Temuco,CASTILLA N°855 Temuco ,-38.7351052,-72.6251766,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS LAS VERTIENTES,10,31/01/1990,116852,PASAJE OVALLE N° 01206,Temuco,PASAJE OVALLE N° 01206 Temuco ,-38.7267166,-72.6185207,VENCIDA,01/07/2006,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS N° 24 ÑIELOL,11,31/01/1990,116853,ZIEM N°2303,Temuco,ZIEM N°2303 Temuco ,-38.7238282,-72.5659327,VENCIDA,13/07/1996,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS SAN ANTONIO,16,01/02/1990,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS N°38 VILLA TURINGIA,17,02/02/1990,116859,QUELLÓN N°01435 VILLA TURINGIA,Temuco,QUELLÓN N°01435 VILLA TURINGIA Temuco ,-38.7261902,-72.5616312,VIGENTE,03/04/2004,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS N° 45 LABRANZA CENTRO,19,02/02/1990,116861,CALLE I NORTE N°360,Temuco,CALLE I NORTE N°360 Temuco ,-38.7143399,-72.6187903,VIGENTE,07/06/2004,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS N°13 MILLARAY,22,05/02/1990,116864,OHIGGINS N°01560,Temuco,OHIGGINS N°01560 Temuco ,-38.7373765,-72.6241926,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS JOSÉ MIGUEL CARRERA,23,05/02/1990,116865,TIBURCIO SAAVEDRA N°1440,Temuco,TIBURCIO SAAVEDRA N°1440 Temuco ,-38.7417891,-72.6272902,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS EVARISTO MARÍN,24,05/02/1990,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS UNIDAD DIECISIETE AMANECER,25,05/02/1990,116867,VENECIA N°2170,Temuco,VENECIA N°2170 Temuco ,-38.7586232,-72.6221348,VIGENTE,29/04/2016,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS N° 40 VILLA SUR,27,06/02/1990,116869,RAVENA CON FLORENCIA S/N,Temuco,RAVENA CON FLORENCIA S/N Temuco ,-38.7383905,-72.5904598,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS N°21 MAESTRANZA,28,06/02/1990,116870,DAVID PERRY N°0532,Temuco,DAVID PERRY N°0532 Temuco ,-38.7295962,-72.5744914,VIGENTE,26/09/1998,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS N° 48 MONTE VERDE,31,07/02/1990,0,MONTE VERDE,Temuco,MONTE VERDE Temuco ,-38.7339613,-72.6240757,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS TRAPIALES,32,07/02/1990,116874,CACIQUE LEMUNAO N°01715,Temuco,CACIQUE LEMUNAO N°01715 Temuco ,-38.7145217,-72.5595792,VIGENTE,28/09/1996,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS N°19 DE LOURDES,37,13/02/1990,116879,ALDUNATE N°0355,Temuco,ALDUNATE N°0355 Temuco ,-38.7307987,-72.5855258,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS N° 20 TUCAPEL,38,14/02/1990,116880,ZENTENO N°0325,Temuco,ZENTENO N°0325 Temuco ,-38.7308187,-72.5810879,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS LAS QUILAS,41,15/02/1990,116883,LOS CANELOS N°1461,Temuco,LOS CANELOS N°1461 Temuco ,-38.7480135,-72.6073708,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS 5 DE ABRIL,42,15/02/1990,116884,KOLOSSA N°1127,Temuco,KOLOSSA N°1127 Temuco ,-38.7213031,-72.5740874,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS N° 10 LOS LAURELES,46,20/02/1990,116888,CONSTITUCIÓN ESQ. RECREO S/N,Temuco,CONSTITUCIÓN ESQ. RECREO S/N Temuco ,-38.7276699,-72.6153633,VIGENTE,13/07/1996,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS TROMEN MOLLULCO,51,20/02/1990,116893,TROMEN ALTO,Temuco,TROMEN ALTO Temuco ,-38.6902984,-72.7334498,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,CENTRO DE MADRES HOGAR FELIZ,52,23/02/1990,116894,RÍO COLORADO N°0200,Temuco,RÍO COLORADO N°0200 Temuco ,-38.7510344,-72.6078422,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS ERNESTO BOHN,55,23/02/1990,116897,CENTENARIO N° 01106,Temuco,CENTENARIO N° 01106 Temuco ,-38.7227723,-72.5685681,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS N° 36 ESTADIO,64,26/02/1990,116906,SANTA TERESA N°138,Temuco,SANTA TERESA N°138 Temuco ,-38.7383905,-72.5904598,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS IMPERIAL,67,27/02/1990,116909,IMPERIAL N°40,Temuco,IMPERIAL N°40 Temuco ,-38.7442844,-72.6020651,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA TROMEN 11 A,73,28/02/1990,116915,MARÍA ÑIRRIPIL N°01671 - VILLA TROMEN,Temuco,MARÍA ÑIRRIPIL N°01671 - VILLA TROMEN Temuco ,-38.7243511,-72.6191577,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,CENTRO DE MADRES EVARISTO MARÍN,75,28/02/1990,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,19/05/2005,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA LANIN,80,28/02/1990,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS LA REINA,82,08/04/1990,116924,CALCUPURA N°1142,Temuco,CALCUPURA N°1142 Temuco ,-38.7383905,-72.5904598,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS 39° B LOS RISCOS,83,09/04/1990,116925,RELONCAVI N°0350,Temuco,RELONCAVI N°0350 Temuco ,-38.7210498,-72.6186049,VIGENTE,26/09/1998,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA PEDRO DE VALDIVIA,86,06/06/1990,116928,AV. ARGENTINA N°0875,Temuco,AV. ARGENTINA N°0875 Temuco ,-38.7257707,-72.6104902,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS TRIGALES,87,22/06/1990,116929,JUAN MONTENEGRO N°02115,Temuco,JUAN MONTENEGRO N°02115 Temuco ,-38.7350278,-72.6315015,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS UNIÓN AMANECER,88,16/07/1990,116930,MONZA N°1950,Temuco,MONZA N°1950 Temuco ,-38.7556696,-72.623198,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS MOLCO CAUTÍN,91,17/09/1990,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS 5 LAUREL TROMEN,92,20/07/1990,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,28/09/1996,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS EL MEMBRILLAR CHICO,93,01/07/1990,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS LAS LOMAS,94,27/07/1990,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS PIUTEN - LA ZANJA,95,23/07/1990,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS QUINAHUE,96,14/07/1990,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS NECHIFWE PLOM,97,08/08/1990,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS CUSACO,98,23/07/1990,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS REMOLINO MAQUEHUE MOLCO,99,11/08/1990,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS EL ALAMO DE BOTROLHUE NORTE,100,03/08/1990,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS CODOPILLE,101,18/08/1990,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,"JUNTA DE VECINOS BOLLILAO, RENANCO, MATAQUITO",102,04/08/1990,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,09/04/2000,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS CHAPOD YAUYAHUEN,103,24/07/1990,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS QUILOCO CENTRAL,104,26/08/1990,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS PANCO,105,23/09/1990,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS CONOCO GRANDE,106,01/10/1990,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS COYAHUE,107,14/09/1990,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS RAPA MAQUEHUE,108,25/09/1990,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA BRASIL 2,109,04/10/1990,116951,CAREN S/N,Temuco,CAREN S/N Temuco ,-38.7278917,-72.5644181,VENCIDA,23/02/2000,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS MAQUEHUE - ZANJA,110,05/10/1990,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS CHAMPULLI,111,07/10/1990,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS PUENTE QUEPE - HUICHAHUE,112,01/10/1990,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS PAILLANAO,113,29/10/1990,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS TRUMPULO - MILLAHUIN,114,27/10/1990,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS SAN ANTONIO 27 A,115,07/11/1990,116957,CLARO SOLAR N°1411,Temuco,CLARO SOLAR N°1411 Temuco ,-38.7403999,-72.5829715,VIGENTE,24/08/1996,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS TRAYENCO PULIL,116,06/11/1990,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS CONOCO CHICO,117,06/11/1990,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS COLPANAO,118,26/10/1990,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,"JUNTA DE VECINOS CATRIMALAL, EL GUINDO, TRABUNCO Y EL ORREJON",119,21/12/1990,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,UNIÓN COMUNAL DE JUNTAS DE VECINOS URBANAS DE TEMUCO,120,28/12/1990,116962,BULNES N°345 2° PISO,Temuco,BULNES N°345 2° PISO Temuco ,-38.737056,-72.5885938,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS LIRCAY,121,18/12/1990,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS LICANCO CHICO,122,28/01/1991,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS MILLAHUECO - SAN MIGUEL,123,04/02/1991,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS LOS GUINDOS,124,11/03/1991,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS DEHUEPILLE,125,09/04/1991,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS ENTUCO - SAN VICENTE,126,11/05/1991,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS RINCONADA DE TROMEN,127,03/06/1991,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS ROBLE HUACHO,128,12/03/1991,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS RENACO BAJO,129,19/07/1991,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA LOS RIOS,130,25/07/1991,116972,AV. COSTANERA N°02120,Temuco,AV. COSTANERA N°02120 Temuco ,-38.721684,-72.5564315,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA LOS CACIQUES,131,04/08/1991,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS LICANCO,132,17/08/1991,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS EL MIRADOR,133,18/08/1991,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA ITALIA,134,21/08/1991,116976,PETRARCA N°01565 VILLA ITALIA,Temuco,PETRARCA N°01565 VILLA ITALIA Temuco ,-38.7383905,-72.5904598,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS SANQUILCO,135,20/08/1991,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS LICANCO CHICO,136,21/08/1991,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS BOTROLHUE NORTE TRAÑI - TRAÑI,137,03/09/1991,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS SANTA ELENA DE MAIPO,138,17/09/1991,116980,SAN JUAN N° 03521,Temuco,SAN JUAN N° 03521 Temuco ,-38.7548194,-72.6510679,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS EN FORMACIÓN LOS CACIQUES,139,07/09/1991,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,UNIÓN COMUNAL DE JUNTA DE VECINOS RURALES DE LA COMUNA DE TEMUCO,140,10/09/1991,116982,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA LANGDON,141,03/10/1991,116983,LANGDON N°01795,Temuco,LANGDON N°01795 Temuco ,-38.7232321,-72.556285,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS EL PINO DE MOLCO CAUTIN,142,09/11/1991,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS PAILLAOMAPU,143,22/10/1991,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS TROMEN BAJO,144,27/11/1991,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS LLEUPECO ÑILQUILCO,145,24/11/1991,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS TROMEN NAHUELHUAL,146,03/12/1991,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS ÑIRRIMAPU,147,03/12/1991,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS TROMEN MALLIN,148,18/12/1991,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS RALUNCOYAN,149,28/03/1992,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA ALAMEDA,150,14/07/1992,116992,ALESANDRIA N°01755,Temuco,ALESANDRIA N°01755 Temuco ,-38.7587065,-72.6313209,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,CENTRO DE MADRES SANTA GEMITA,151,13/07/1992,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS AMPLIACIÓN LAS QUILAS,152,28/07/1992,116994,LOS SAUCES N°0579,Temuco,LOS SAUCES N°0579 Temuco ,-38.7502259,-72.6119175,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,CENTRO DE MADRES PRIETO SUR,153,30/07/1992,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VISTA VERDE,154,30/07/1992,116996,LAS NUTRIAS N°1610,Temuco,LAS NUTRIAS N°1610 Temuco ,-38.7534474,-72.6399467,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS GENERAL MACKENNA SUR,155,31/07/1992,116997,ALDUNATE N°1240,Temuco,ALDUNATE N°1240 Temuco ,-38.7466141,-72.5900291,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS CINCO MANZANOS,156,04/08/1992,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,CENTRO DE MADRES LAS ORQUIDEAS,157,06/08/1992,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,CENTRO DE MADRES LA ALBORADA,158,06/08/1992,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,CENTRO DE MADRES VILLA VALPARAÍSO,159,06/08/1992,117001,FRANCISCO DE LA LASTRA N° 01044,Temuco,FRANCISCO DE LA LASTRA N° 01044 Temuco ,-38.7309481,-72.5645334,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,CENTRO DE MADRES LA UNIÓN,160,10/08/1992,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,CENTRO DE MADRES VILLA ITALIA,161,05/08/1992,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS NUEVA REPÚBLICA,162,02/08/1992,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,CENTRO DE MADRES LAS CARMELITAS,163,07/08/1992,117005,RECREO N°0195,Temuco,RECREO N°0195 Temuco ,-38.7240905,-72.6142134,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,CENTRO DE MADRES ORDEN Y PATRIA,164,07/08/1992,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,CENTRO DE MADRES SAN NICÓLAS,165,11/08/1992,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,CENTRO DE MADRES MATECITO DE PLATA,166,12/08/1992,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,CENTRO DE MADRES EL ESFUERZO,167,15/08/1992,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA AUSTRAL,168,09/09/1992,117010,PUERTO EDÉN N°01855,Temuco,PUERTO EDÉN N°01855 Temuco ,-38.7588201,-72.6347736,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS N° 3 CARRERA,169,28/09/1992,117011,GENERAL BLANCO ENCALADA N°956,Temuco,GENERAL BLANCO ENCALADA N°956 Temuco ,-38.7416801,-72.5995911,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VILLA RIVERA,170,28/09/1992,117012,RÍO VOLGA N°015 VILLA RIVERA,Temuco,RÍO VOLGA N°015 VILLA RIVERA Temuco ,-38.7237367,-72.5588627,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS THIERS,171,14/11/1992,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS TRAIPO,172,25/11/1992,0,,Temuco, Temuco ,-38.7383905,-72.5904598,VENCIDA,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS LA RIBERA CENTRO,173,21/12/1992,117015,RÍO INDO N°445,Temuco,RÍO INDO N°445 Temuco ,-38.7253093,-72.5581868,VIGENTE,,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS VICTORIA,174,21/11/2005,117016,LOS PARRONES N°0525,Temuco,LOS PARRONES N°0525 Temuco ,-38.7181012,-72.6276612,VIGENTE,13/07/1996,
LEY 19418 TERRITORIALES,JUNTA DE VECINOS,JUNTA DE VECINOS EL PROGRESO DE LANIN,175,16/03/1993,117017,LARAQUETE N° 0786,Temuco,LARAQUETE N° 0786 Temuco ,-38.7232998,-72.607413,VENCIDA,23/06/1996,
